Regular Session,Exams,Holiday,Weekday,Julian Day,Hour,Precip.,Air Temp,Solar Radiation,Humidity,2 inch Soil Temp,4 inch Soil Temp,Wind Speed,Wind Direction,St. Dev. of Wind Direction,Leaf Wetness, Electrical Consumption - Meter 1 (kW), Electrical Consumption  - Meter 2 (kW), Electrical Consumption  - Meter 3 (kW), Electrical Consumption  - Meter 4 (kW),Steam Consumption  (klb/hr),Chilled Water Consumption (TON),Electrical Consumption (kW),Steam Consumption (klb/hr),Chilled Water Consumption (TON),Electrical Consumption (kW),Steam Consumption (klb/hr)
1,0,0,7,160,4,0,66.1,0,68.27,65.12,65.77,0,0,0,0,2852,203,996,1069,7.875,37.75,209,0.186523438,0,155,0
1,0,0,7,160,5,0,63.3,0,76.73,65.04,65.69,0,0,0,0.002,2864,210,1004,1066,8.1875,37.5,195,0.1875,0,153,0
1,0,0,7,160,6,0,62.9,0,78.36,64.94,65.59,0,0,0,0.002,2861,212,1003,1062,7.9375,40.5,186,0.188476563,189.5,277,0
1,0,0,7,160,7,0,64.4,0.51,76,64.72,65.48,0,0,0,0.001,2904,215,1031,1074,7.8125,51.875,191,0.198242188,162,264,0
1,0,0,7,160,8,0,68.1,0.97,71.19,64.58,65.34,2.518862,205.4,45.03,0,3190,431,1035,1140,6.9375,53.5,198,0.193359375,158.5,276,0
1,0,0,7,160,9,0,72.9,3.43,62.23,64.67,65.28,4.084762,221.7,32.44,0,3105,305,1067,1149,7.1875,73.5,207,0.1875,164.5,277,0
1,0,0,7,160,10,0,75.6,3.8,54.6,65.03,65.27,6.769162,222.7,23.04,0,3398,584,1043,1187,7.125,74.375,213,0.1953125,166.5,275,0
1,0,0,7,160,11,0,78.9,6.11,49.12,65.52,65.41,7.453684,251.9,20.41,0,3221,352,1117,1168,6.75,77.875,218,0.192382813,174.5,277,0
1,0,0,7,160,12,0,81,6.61,44.3,66.22,65.74,9.041954,210.2,24.73,0,3432,575,1062,1211,6.9375,80.75,221,0.189453125,175.5,276,0
1,0,0,7,160,13,0,81.8,6.7,42.6,66.93,66.05,9.458036,207.3,16.73,0,3450,573,1046,1247,7.5625,83.625,225,0.188476563,181,274,0
1,0,0,7,160,14,0,83.6,6.61,41.39,67.6,66.48,8.731011,171.1,24.98,0,3415,569,1033,1229,8.125,88.125,225,0.197265625,181.5,276,0
1,0,0,7,160,15,0,84.3,6.55,38.56,68.25,66.94,6.916804,187.8,34.11,0,3429,585,1027,1233,8.0625,95.875,227,0.193359375,186,277,0
1,0,0,7,160,16,0,84.8,6.27,35.52,68.74,67.34,9.650418,198.3,21.56,0,3379,598,999,1198,7.8125,101.125,227,0.19140625,189,280,0
1,0,0,7,160,17,0,84.7,4.69,33.35,69.1,67.77,9.135908,209.5,20.85,0,3201,430,1027,1160,8.125,106.625,226,0.1953125,189.5,284,0
1,0,0,7,160,18,0,84.7,3.41,32.21,69.11,68,8.033067,199,21.31,0,3069,279,1075,1131,8.125,96.125,222,0.196289063,184,283,0
1,0,0,7,160,19,0,84.6,2.34,34.55,69.12,68.22,7.256828,184.8,25.09,0,3116,281,1094,1157,7.8125,93.25,222,0.19140625,181.5,277,0
1,0,0,7,160,20,0,82.9,0.89,39.26,69.04,68.36,5.337482,181.3,18.36,0,3120,272,1103,1161,7.9375,78.5,238,0.19140625,185.5,280,0
1,0,0,7,160,21,0,80.1,0.03,43.42,68.85,68.4,5.288268,193.9,27.49,0,3132,223,1125,1200,8.0625,60.5,240,0.190429688,180.5,289,0
1,0,0,7,160,22,0,77.9,0,50.56,68.64,68.32,4.346491,186.2,20.69,0,3149,204,1145,1216,8.25,62.375,238,0.19140625,1,180,0
1,0,0,7,160,23,0,76.3,0,55.32,68.34,68.25,4.529925,191.8,25.61,0,3118,203,1129,1202,8,57.5,234,0.186523438,0,176,0
1,0,0,1,161,0,0,74.1,0,59.67,68.15,68.14,0,0,0,0,3100,202,1117,1197,7.875,54.5,234,0.1875,0,159,0
1,0,0,1,161,1,0,72.3,0,64.42,67.92,68.03,3.910276,191.2,20.06,0,3091,210,1106,1191,8.0625,51.375,229,0.188476563,0,154,0
1,0,0,1,161,2,0,70.6,0,68.72,67.69,67.91,0.494377,189.5,93,0,3057,211,1089,1173,7.625,49.125,228,0.182617188,0,154,0
1,0,0,1,161,3,0,68.9,0,73.01,67.47,67.73,0,0,0,0,3016,204,1071,1157,7.75,49.25,227,0.176757813,0,154,0
1,0,0,1,161,4,0,69.5,0,71.54,67.19,67.59,2.409249,210.9,54.32,0,3021,201,1077,1159,7.8125,45.375,224,0.1875,0,154,0
1,0,0,1,161,5,0,67.8,0,75.91,66.95,67.45,0,0,0,0.001,3015,201,1076,1154,8.0625,47.5,207,0.188476563,0,154,0
1,0,0,1,161,6,0,65.6,0,81.3,66.83,67.28,0,0,0,0.007,3000,203,1067,1146,7.625,51.75,200,0.19140625,215.5,286,0
1,0,0,1,161,7,0,67.6,0.6,78.31,66.62,67.16,0,0,0,0.002,3015,203,1075,1153,7.6875,66.125,201,0.192382813,169,267,0
1,0,0,1,161,8,0,71,1.93,72.17,66.47,67.01,3.925935,195.9,28.99,0,3096,206,1113,1193,7.625,78.25,207,0.192382813,178,278,0
1,0,0,1,161,9,0,74.9,3.43,64.9,66.53,66.85,5.183129,210.9,30.4,0,3189,213,1152,1240,7.4375,87.125,215,0.188476563,179,279,0
1,0,0,1,161,10,0,78.1,4.8,58.6,66.91,66.91,7.825026,229.6,14.47,0,3223,221,1171,1247,7.5625,94.625,221,0.1875,183.5,279,0
1,0,0,1,161,11,0,81.8,5.98,49.01,67.44,67.04,8.760092,237.2,32.36,0,3214,230,1160,1240,7.875,95,229,0.181640625,186,277,0
1,0,0,1,161,12,0,83,6.9,45.98,68.02,67.31,8.81378,212.9,20.49,0,3233,228,1171,1250,7.6875,94.625,231,0.193359375,190.5,277,0
1,0,0,1,161,13,0,83.8,7.34,44.09,68.66,67.65,9.142619,236.2,24.72,0,3239,222,1180,1253,7.8125,95.125,232,0.186523438,192.5,278,0
1,0,0,1,161,14,0,85.6,7.61,43.7,69.44,68.09,5.796067,257.7,30.6,0,3256,265,1161,1246,8,101.5,233,0.19140625,199.5,281,0
1,0,0,1,161,15,0,87.1,6.94,41.13,70.17,68.5,8.677323,235.4,25.66,0,3267,284,1160,1239,8,113.375,236,0.188476563,202.5,283,0
1,0,0,1,161,16,0,87.6,4.65,41.05,70.69,68.97,9.292498,212.9,23.36,0,3335,283,1192,1276,7.6875,114.875,231,0.189453125,205.5,288,0
1,0,0,1,161,17,0,88.1,5.41,40.93,71.06,69.4,8.015171,225.6,27.48,0,3351,285,1200,1282,8.0625,117.375,233,0.194335938,209,291,0
1,0,0,1,161,18,0,88.5,3.22,39.97,71.35,69.73,9.071035,223.8,16.96,0,3337,281,1195,1277,7.9375,114.625,232,0.19140625,203.5,285,0
1,0,0,1,161,19,0,87.7,2.4,40.21,71.5,69.97,6.328473,203.4,24.51,0,3322,275,1188,1275,7.9375,108.625,230,0.192382813,195,279,0
1,0,0,1,161,20,0,86.3,1.07,42.13,71.3,70.13,7.460395,192.4,18.25,0,3303,275,1173,1271,7.875,92.375,246,0.190429688,195,284,0
1,0,0,1,161,21,0,83.4,0.02,45.21,71.11,70.22,4.847579,202.2,38.5,0,3282,270,1169,1259,8.3125,76.875,252,0.192382813,190.5,290,0
1,0,0,1,161,22,0,80.1,0,51.52,70.8,70.16,0,0,0,0,3262,218,1181,1279,8.125,73.75,248,0.192382813,1,171,0
1,0,0,1,161,23,0,78.3,0,53.54,70.43,70.09,0,0,0,0,3260,206,1188,1282,8.1875,66.875,242,0.194335938,0,173,0
1,0,0,2,162,0,0,76.8,0,58.76,70.1,69.89,1.100604,211.4,78.69,0,3241,205,1177,1275,8.1875,66.625,239,0.18359375,0,157,0
1,0,0,2,162,1,0,76,0,61.44,69.79,69.79,3.225754,195.7,48.3,0,3226,205,1171,1266,8.0625,63.125,237,0.185546875,0,153,0
1,0,0,2,162,2,0,74.8,0,64.58,69.57,69.57,3.789478,215.9,26.32,0,3220,205,1166,1265,7.875,61.625,237,0.188476563,0,152,0
1,0,0,2,162,3,0,72.9,0,68.8,69.35,69.46,0,0,0,0,3176,207,1147,1238,7.75,59,235,0.185546875,0,153,0
1,0,0,2,162,4,0,70.8,0,74.09,69.06,69.27,0,0,0,0.001,3173,204,1148,1237,7.8125,54.75,233,0.18359375,0,153,0
1,0,0,2,162,5,0,69,0,78.66,68.83,69.12,0,0,0,0.006,3167,206,1144,1233,7.8125,54.5,218,0.182617188,0,154,0
1,0,0,2,162,6,0,68.4,0,80.6,68.63,68.97,0,0,0,0.006,3195,228,1150,1233,8.875,60.375,212,0.19140625,245,307,0
1,0,0,2,162,7,0,70.7,0.57,78.14,68.4,68.77,1.033494,188.7,82.4,0.002,3261,248,1178,1251,9,75,219,0.217773438,195.5,281,0
1,0,0,2,162,8,0,74.3,1.13,71.49,68.34,68.58,1.29746,190.2,78.18,0,3386,277,1234,1291,8.625,80.875,223,0.240234375,196,306,0
1,0,0,2,162,9,0,76.3,3.35,69.09,68.41,68.52,0,0,0,0,4024,690,1280,1470,9.125,102.875,232,0.190429688,203,317,0
1,0,0,2,162,10,0,80.6,4.72,62.8,68.7,68.54,4.49637,212.8,49.23,0,4131,764,1247,1536,8,110.5,238,0.198242188,210,329,0
1,0,0,2,162,11,0,84.2,5.99,57.89,69.33,68.66,7.044313,206.5,25.78,0,4150,765,1248,1553,8.5625,117.625,240,0.178710938,226,336,0
1,0,0,2,162,12,0,85.6,7.38,52.28,70.07,68.97,5.230106,243.2,27.33,0,4099,763,1228,1524,7.125,112.875,240,0.21875,222.5,341,0
1,0,0,2,162,13,0,86.7,8.11,51.05,70.67,69.39,3.317471,225.1,57.01,0,3984,778,1177,1445,9.4375,118.5,243,0.196289063,226,346,0
1,0,0,2,162,14,0,89,7.67,40.68,71.17,69.76,6.827324,201,29.96,0,3945,762,1179,1420,8.4375,117.125,241,0.196289063,230,357,0
1,0,0,2,162,15,0,89.5,7.12,40.77,71.85,70.2,8.61245,193.6,22.05,0,3986,762,1188,1452,8.8125,130.5,239,0.174804688,234.5,355,0
1,0,0,2,162,16,0,90.1,6.02,38.86,72.42,70.63,7.842922,228.4,26.97,0,3862,719,1160,1399,7.625,136.125,236,0.194335938,233,342,0
1,0,0,2,162,17,0,90.7,5.16,35.4,72.8,71.04,8.885364,222.5,29.94,0,3913,719,1173,1437,7.625,135.75,235,0.185546875,231.5,336,0
1,0,0,2,162,18,0,90.4,1.99,41.08,73.01,71.33,4.149635,231.7,38.75,0,3906,703,1163,1456,7.9375,139.125,236,0.1875,229,306,0
1,0,0,2,162,19,0,90.1,2.19,40.34,73.13,71.57,6.894434,249,18.9,0,3909,701,1153,1471,7.875,119.5,232,0.186523438,217,291,0
1,0,0,2,162,20,0,88.9,0.81,43.26,73.03,71.76,5.039961,233,27.57,0,3939,706,1153,1496,7.75,105.375,249,0.1875,220.5,289,0
1,0,0,2,162,21,0,85.7,0.03,49.42,72.91,71.79,0,0,0,0,3955,711,1151,1509,8.1875,93.375,255,0.193359375,211,292,0
1,0,0,2,162,22,0,84.4,0,53.16,72.65,71.83,0.02237,201.7,102.8,0,3928,695,1144,1505,8.0625,93.375,255,0.196289063,1,164,0
1,0,0,2,162,23,0,82.4,0,57.76,72.33,71.74,0,0,0,0,3922,697,1137,1504,8.1875,88.625,255,0.186523438,0,163,0
1,0,0,3,163,0,0,80.7,0,61.72,72.1,71.62,1.366807,224.1,77.71,0,3878,643,1141,1510,8.1875,83.625,252,0.1875,0,153,0
1,0,0,3,163,1,0,79.6,0,64.84,71.89,71.48,2.324243,225.9,44.7,0,3864,641,1141,1498,8.125,82.875,249,0.1875,0,156,0
1,0,0,3,163,2,0,77.8,0,68.09,71.67,71.32,0,0,0,0,3873,645,1141,1503,8.1875,79.375,249,0.185546875,0,156,0
1,0,0,3,163,3,0,75.7,0,74.38,71.46,71.22,0,0,0,0.001,3863,638,1138,1503,8.25,77.25,247,0.185546875,0,157,0
1,0,0,3,163,4,0,75.6,0,76.23,71.27,71.13,0.400423,181,93.9,0.001,3864,642,1137,1501,8.75,79.25,247,0.182617188,0,160,0
1,0,0,3,163,5,0,74.1,0,81.2,71.13,71,0,0,0,0.005,3954,669,1171,1530,9.4375,73.5,231,0.182617188,0,160,0.00390625
1,0,0,3,163,6,0,73,0,85.5,70.89,70.86,0,0,0,0.017,3962,667,1178,1533,8.0625,77,225,0.180664063,311.5,341,0
1,0,0,3,163,7,0,75.2,0.57,82.6,70.78,70.72,0,0,0,0.005,4040,715,1202,1539,8.9375,90.75,232,0.208984375,233.5,308,0
1,0,0,3,163,8,0,77.8,1.08,78.83,70.75,70.63,0,0,0,0.001,4193,776,1260,1573,9.5,94.625,234,0.244140625,221.5,315,0
1,0,0,3,163,9,0,78.4,1.44,77.66,70.95,70.6,3.749212,192.8,49.57,0.001,4360,825,1328,1623,9,102.625,237,0.1953125,230.5,336,0
1,0,0,3,163,10,0,81.4,3.29,66.39,71.28,70.66,6.737844,237.7,22.01,0,4065,753,1229,1499,8.5625,98.75,239,0.224609375,219,346,0
1,0,0,3,163,11,0,75.1,0.75,74.98,71.29,70.78,0,0,0,0,4254,792,1301,1577,8.625,87.25,232,0.169921875,221.5,344,0
1,0,0,3,163,12,0,78.1,2.4,73.57,71.31,70.84,5.086938,209.2,22.64,0,4332,805,1333,1610,7.25,104,236,0.194335938,232,344,0
1,0,0,3,163,13,0,79,6.02,78.75,71.54,70.83,7.663962,185.9,18.66,0,4711,1056,1409,1662,9.1875,114.625,238,0.198242188,233,334,0
1,0,0,3,163,14,0,82.1,7.41,73.76,72.39,71.05,9.153804,190.3,15.91,0,4853,1164,1425,1680,8.5,131.625,241,0.208007813,253.5,338,0
1,0,0,3,163,15,0,84.9,7.07,67.99,73.27,71.49,8.373091,212.2,16.12,0,4719,1146,1362,1627,8.375,134,237,0.188476563,271,344,0
1,0,0,3,163,16,0,86.7,6.91,55.2,73.93,72.01,5.867651,211.4,41.87,0,4103,837,1191,1491,7.4375,130.875,233,0.181640625,237,320,0
1,0,0,3,163,17,0,84.9,4.82,51.33,74.16,72.37,4.990747,227.5,29.19,0,3996,732,1192,1488,7.375,126.625,232,0.176757813,241,305,0
1,0,0,3,163,18,0,83.7,2.56,57.87,74.16,72.6,3.01995,265.3,61.17,0,4043,733,1205,1521,7.8125,107,232,0.190429688,230,298,0
1,0,0,3,163,19,0,82.1,1.87,63.02,74.07,72.76,4.767047,243.2,28.98,0,3988,723,1169,1512,7.6875,94.5,231,0.1796875,223.5,287,0
1,0,0,3,163,20,0,81.6,0.48,63.67,73.96,72.83,0,0,0,0,4107,728,1228,1567,7.625,84.625,246,0.176757813,221.5,281,0
1,0,0,3,163,21,0,79.8,0.01,71.23,73.74,72.84,0.125272,266.1,99.4,0,4153,719,1256,1594,7.75,84.75,252,0.174804688,216.5,283,0
1,0,0,3,163,22,0,78,0,70.58,73.42,72.79,4.849816,315.5,76.72,0,3839,648,1130,1477,8.125,74.625,247,0.173828125,1.5,161,0
1,0,0,3,163,23,0,75.2,0,76.84,73.08,72.68,0,0,0,0,3861,646,1144,1487,7.875,78.375,247,0.173828125,0,159,0
1,0,0,4,164,0,0,75.6,0,76.06,72.88,72.53,0,0,0,0.001,3866,642,1141,1499,8.125,73.875,246,0.173828125,0,154,0
1,0,0,4,164,1,0,74.7,0,79.59,72.58,72.41,0,0,0,0.002,3828,635,1138,1471,7.6875,71.5,242,0.173828125,0,153,0
1,0,0,4,164,2,0,71.8,0,85.6,72.3,72.2,0,0,0,0.013,3828,638,1123,1483,7.5625,67.375,240,0.174804688,0,152,0
1,0,0,4,164,3,0,70.3,0,89.7,72.06,72.07,0,0,0,0.05,3819,636,1122,1477,7.1875,67,239,0.174804688,0,156,0
1,0,0,4,164,4,0,69.7,0,91.5,71.75,71.87,0,0,0,0.081,3846,642,1127,1493,7.4375,65.75,241,0.171875,0,154,0
1,0,0,4,164,5,0,69.6,0,93,71.45,71.66,0,0,0,0.134,3845,645,1131,1485,7.625,64.375,225,0.17578125,0,153,0
1,0,0,4,164,6,0,69.1,0.01,94.3,71.28,71.5,0,0,0,0.111,3906,678,1150,1494,9.1875,68.25,218,0.177734375,311,328,0
1,0,0,4,164,7,0,71,0.64,93.4,71.05,71.32,0,0,0,0.17,3946,700,1163,1499,8.75,81.375,226,0.209960938,216.5,293,0
1,0,0,4,164,8,0,73.5,1.24,88.7,71.03,71.13,0,0,0,0.021,3986,723,1184,1495,8.9375,88.125,227,0.1953125,219,306,0
1,0,0,4,164,9,0,73.8,0.7,86.5,71.17,71.1,3.881195,200.8,30.05,0.011,4097,757,1234,1522,8.6875,94.875,228,0.189453125,220.5,317,0
1,0,0,4,164,10,0,75.5,2.1,82,71.32,71.09,6.422427,231.3,27.75,0.003,4109,756,1239,1530,7.5,96.5,229,0.193359375,218,323,0
1,0,0,4,164,11,0,73.7,2,85.1,71.55,71.19,2.948366,257.6,46.32,0.008,4106,762,1238,1522,8.5625,86.125,231,0.182617188,221,321,0
1,0,0,4,164,12,0,75.3,1.54,82.3,71.67,71.26,1.375755,239.7,80.1,0.002,4128,751,1255,1538,6.5625,91.5,230,0.206054688,219,322,0
1,0,0,4,164,13,0,77.1,2.46,79.09,71.82,71.29,0.080532,146.4,101.8,0.001,4235,789,1291,1571,8.125,94.125,231,0.192382813,215.5,327,0
1,0,0,4,164,14,0,78.2,3.44,75.55,72.11,71.45,5.104834,256.7,20.66,0,4213,774,1287,1568,7.5625,108.75,234,0.197265625,233,336,0
1,0,0,4,164,15,0,79,2.15,74.52,72.53,71.6,6.064507,236.4,23.79,0,4323,805,1331,1603,7.9375,96.125,233,0.185546875,225,333,0
1,0,0,4,164,16,0,79.3,3.14,74.54,72.69,71.86,5.778171,208.8,19.23,0,4219,758,1290,1587,7.25,99.25,230,0.174804688,226,306,0
1,0,0,4,164,17,0,79.4,1.64,73,72.8,71.98,0.606227,122,92.3,0,4233,746,1302,1601,7.4375,93.5,229,0.176757813,219,288,0
1,0,0,4,164,18,0,79.9,1.3,73.45,72.92,72.1,0,0,0,0,4168,725,1273,1586,7.75,99,230,0.173828125,215,286,0
1,0,0,4,164,19,0,80.2,1.01,69.55,73.02,72.19,0.102902,173.3,99.5,0,4127,711,1256,1576,7.5,95.125,229,0.174804688,211,286,0
1,0,0,4,164,20,0,80.1,0.73,71.27,73.02,72.26,1.800785,243.3,75.59,0,3902,650,1175,1493,7.6875,77.125,242,0.176757813,210.5,282,0
1,0,0,4,164,21,0,76.3,0.02,74.53,72.82,72.29,0,0,0,0.001,3861,642,1154,1481,8,69.5,246,0.174804688,202,286,0
1,0,0,4,164,22,0,73.7,0,80.1,72.53,72.27,0,0,0,0.007,3815,630,1143,1458,8.125,70.5,246,0.176757813,0.5,167,0
1,0,0,4,164,23,0,72.4,0,82.4,72.16,72.07,0,0,0,0.014,3839,634,1146,1475,8.1875,69.875,247,0.176757813,0,162,0
1,0,0,5,165,0,0,73.7,0,81.9,71.89,71.94,0,0,0,0.009,3855,636,1143,1492,7.6875,68.5,246,0.178710938,0,151,0
1,0,0,5,165,1,0,73.3,0,85.7,71.71,71.77,0,0,0,0.017,3861,637,1142,1498,7.625,68.125,244,0.176757813,0,149,0
1,0,0,5,165,2,0,72.5,0,88.5,71.54,71.61,0,0,0,0.028,3849,636,1137,1492,7.3125,66.75,243,0.174804688,0,149,0
1,0,0,5,165,3,0,72,0,88.8,71.37,71.5,0,0,0,0.033,3817,627,1137,1469,7.375,63.625,241,0.17578125,0,149,0
1,0,0,5,165,4,0,71.5,0,90.6,71.28,71.4,0,0,0,0.04,3809,627,1141,1457,7.4375,61.125,242,0.178710938,0,149,0
1,0,0,5,165,5,0,70.4,0,92.2,71.16,71.28,0,0,0,0.062,3776,629,1122,1441,7.875,60,224,0.177734375,0,149,0
1,0,0,5,165,6,0,68.7,0,94.2,70.94,71.17,0,0,0,0.093,3793,652,1134,1423,8.8125,62.75,217,0.174804688,302.5,320,0
1,0,0,5,165,7,0,69.5,0.68,94.7,70.72,71.06,0,0,0,0.116,3899,683,1162,1470,8.75,74.25,224,0.190429688,207.5,283,0
1,0,0,5,165,8,0,72.3,0.63,90.9,70.67,70.9,1.36457,176.2,83.3,0.032,4014,726,1201,1503,8.8125,72.75,225,0.2421875,220,313,0
1,0,0,5,165,9,0,73.1,1.28,89.3,70.84,70.87,3.527749,201.7,42.36,0.017,4050,738,1222,1506,8.625,76.875,227,0.21484375,219,314,0
1,0,0,5,165,10,0,74.8,1.89,82.2,70.99,70.87,2.843227,229.4,46.07,0.002,4076,742,1236,1514,7.875,83.25,232,0.208984375,219,316,0
1,0,0,5,165,11,0,77.2,4.79,78.61,71.2,70.91,0,0,0,0,4087,752,1233,1518,8.625,95.375,233,0.181640625,218,322,0
1,0,0,5,165,12,0,78.2,4.13,73.1,71.63,71.04,6.046611,207.5,21.38,0,4064,738,1239,1503,6.6875,94,233,0.19921875,214.5,319,0
1,0,0,5,165,13,0,79.1,6.98,68.27,71.9,71.27,2.735851,264.8,61.14,0,4032,740,1234,1474,8.375,101.625,236,0.193359375,222.5,321,0
1,0,0,5,165,14,0,81.1,3.88,62.09,72.42,71.48,7.395522,247.8,28.9,0,4012,737,1230,1461,8.3125,100.625,237,0.209960938,226.5,326,0
1,0,0,5,165,15,0,81.7,7.42,60.31,72.76,71.75,6.798243,230.6,26.58,0,4052,735,1237,1496,7.6875,108.875,236,0.193359375,228,325,0
1,0,0,5,165,16,0,83.3,3.63,56.42,73.2,72,3.15417,279.6,51.71,0,4091,724,1249,1534,6.5625,112.25,233,0.184570313,241,303,0
1,0,0,5,165,17,0,84,5.49,56.19,73.5,72.27,8.07557,196.7,18.2,0,4080,751,1219,1526,7.9375,118,233,0.176757813,235.5,297,0
1,0,0,5,165,18,0,83.3,2.22,57.12,73.78,72.54,4.682041,262.3,49.87,0,4006,721,1189,1512,8.25,109.375,231,0.177734375,235,301,0
1,0,0,5,165,19,0,83.8,0.6,55.84,73.79,72.72,2.820857,253.3,51.53,0,3964,706,1171,1503,8.125,91.375,232,0.181640625,222.5,290,0
1,0,0,5,165,20,0,81.1,0.49,61.92,73.63,72.88,3.263783,262,32.97,0,3966,679,1184,1519,7.875,76.375,249,0.1796875,216,284,0
1,0,0,5,165,21,0,79.8,0.02,65.77,73.4,72.82,0.062636,275.8,101.7,0,3960,664,1182,1530,7.875,71.375,253,0.176757813,208,289,0
1,0,0,5,165,22,0,77.5,0,71.62,73.15,72.75,0,0,0,0,3967,667,1180,1536,7.875,72.5,252,0.178710938,1.5,168,0
1,0,0,5,165,23,0,77.8,0,71.92,72.85,72.65,1.25272,266.2,75.93,0,3907,653,1158,1512,7.8125,69.75,250,0.182617188,0,166,0
1,0,0,6,166,0,0,76.1,0,75.83,72.63,72.51,0,0,0,0.002,3870,646,1144,1496,7.8125,68.625,249,0.1796875,0,154,0
1,0,0,6,166,1,0,75.1,0,78.33,72.42,72.41,0,0,0,0.003,3838,639,1135,1480,7.8125,67,247,0.178710938,0,150,0
1,0,0,6,166,2,0,71.7,0,86.3,72.2,72.24,0,0,0,0.042,3797,636,1123,1454,7.5625,64,247,0.181640625,0,150,0
1,0,0,6,166,3,0,71.8,0,86.3,71.92,72.04,0,0,0,0.035,3747,621,1111,1431,7.25,62.375,243,0.181640625,0,151,0
1,0,0,6,166,4,0,69.9,0,90.6,71.69,71.92,0,0,0,0.07,3753,621,1119,1429,7.5,62.625,245,0.176757813,0,154,0
1,0,0,6,166,5,0,71.2,0,88.5,71.4,71.69,0,0,0,0.051,3756,628,1117,1427,7.25,59.5,226,0.1796875,0,170,0
1,0,0,6,166,6,0,68.8,0,94.1,71.22,71.57,0,0,0,0.1,3807,658,1135,1430,10.3125,64.125,221,0.166992188,308.5,326,0
1,0,0,6,166,7,0,69.8,0.55,92.9,71,71.39,0,0,0,0.131,3845,679,1144,1438,10.875,75.125,228,0.198242188,209.5,288,0
1,0,0,6,166,8,0,74.3,1.97,84.1,70.96,71.25,0.771765,301.9,89.4,0.004,4002,722,1201,1495,9.1875,89,233,0.189453125,219.5,313,0
1,0,0,6,166,9,0,79.9,3.2,71.96,71.11,71.17,0,0,0,0,4110,754,1242,1530,8.5,101.375,233,0.204101563,223,322,0
1,0,0,6,166,10,0,79.5,4.45,71.16,71.44,71.18,0.711366,154.8,89.1,0,4142,759,1259,1540,7.75,105,238,0.243164063,228.5,325,0
1,0,0,6,166,11,0,82.3,6.01,58.58,71.85,71.37,1.201269,315.5,78.17,0,4003,739,1223,1457,8.0625,99.5,235,0.19140625,225.5,326,0
1,0,0,6,166,12,0,84.1,6.51,52.68,72.48,71.6,1.561426,23.53,80.9,0,3801,689,1174,1354,7.125,98.625,235,0.262695313,229,335,0
1,0,0,6,166,13,0,85.8,7.25,40.26,73.22,71.96,2.411486,341.7,73.29,0,3771,719,1152,1316,9.25,93.875,234,0.19921875,231,339,0
1,0,0,6,166,14,0,87.9,7.32,36.85,73.97,72.43,1.536819,350.9,82,0,3611,695,1099,1233,8.1875,97.125,233,0.276367188,226,342,0
1,0,0,6,166,15,0,89.2,6.88,31.69,74.66,72.96,2.279503,37.64,65.51,0,3582,681,1083,1234,7.875,107,233,0.173828125,227.5,330,0
1,0,0,6,166,16,0,89.6,6.36,31.4,75.13,73.45,0,0,0,0,3568,662,1082,1240,7.5,113.125,230,0.181640625,225,310,0
1,0,0,6,166,17,0,92,4.4,26.79,75.52,73.84,0,0,0,0,3566,651,1078,1253,7.4375,117.625,229,0.1796875,227,297,0
1,0,0,6,166,18,0,90.7,3.17,29.63,75.74,74.19,0.069347,290.9,101.7,0,3522,631,1059,1248,7.75,108.25,229,0.178710938,213.5,298,0
1,0,0,6,166,19,0,90.1,2.23,30.55,75.71,74.44,0,0,0,0,3515,631,1042,1258,7.4375,106.25,229,0.177734375,218,292,0
1,0,0,6,166,20,0,88.3,0.72,33.3,75.27,74.44,2.498729,193.4,64.61,0,3691,660,1099,1348,7.75,89.25,246,0.1796875,209,284,0
1,0,0,6,166,21,0,82.2,0.02,44.76,74.88,74.37,0,0,0,0,4098,744,1213,1557,7.75,89.625,255,0.177734375,218.5,292,0
1,0,0,6,166,22,0,81.2,0,66.63,74.62,74.21,2.105017,167.4,68.47,0,4165,731,1252,1598,7.9375,87.125,256,0.178710938,0.5,163,0
1,0,0,6,166,23,0,79.1,0,73.04,74.43,74.07,0.31318,153.5,96.8,0.001,4138,713,1245,1596,7.75,80.25,253,0.176757813,0,162,0
1,0,0,7,167,0,0,77.8,0,76.61,74.22,73.98,3.225754,184.3,21.62,0.003,4092,698,1227,1583,7.875,79.25,252,0.177734375,0,150,0
1,0,0,7,167,1,0,75.9,0,81.5,73.99,73.8,0.727025,148.2,83.6,0.014,4028,683,1201,1560,8.1875,75.625,251,0.178710938,0,147,0
1,0,0,7,167,2,0,75,0,83.7,73.77,73.66,1.686698,170.8,70.19,0.019,3969,669,1175,1541,7.75,74.625,248,0.178710938,0,147,0
1,0,0,7,167,3,0,73.6,0,86.7,73.49,73.48,0.677811,171.7,81.3,0.035,3885,655,1141,1505,8.0625,70.75,247,0.176757813,0,147,0
1,0,0,7,167,4,0,72.5,0,88.9,73.28,73.3,0.326602,206,92,0.057,3876,651,1140,1501,8,69.625,245,0.177734375,0,151,0
1,0,0,7,167,5,0,71.5,0,91.3,73.03,73.18,1.27509,173.6,77.84,0.093,3841,643,1130,1484,8.0625,70.25,225,0.178710938,0,148,0
1,0,0,7,167,6,0,70.6,0,92.9,72.81,72.99,0,0,0,0.11,3818,638,1129,1467,8.125,72.375,215,0.174804688,321,330,0
